Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
Davenport,Julie'n,RT,-,70,57,75,85,67,63,30,23,30,30,25,25,75,77,28,72,10,91,82,80,28,17,22,15,13,18,82,74,76,90,88,10,10,25,24,15,15,20,24,26,23,22,10,18,6,6,6,6,6,79,318,22,1/9/95,0,Bucknell,2944000,580000,Right,8522
Moore,Corey,FS,-,70,87,88,71,79,70,60,51,27,21,28,24,45,45,63,83,38,89,88,86,41,49,57,58,62,63,63,45,45,45,45,43,51,61,75,70,67,74,55,54,35,78,71,15,6,6,6,6,6,74,200,24,1/28/93,2,Georgia,990000,0,Right,7765
Giacomini,Breno,RT,-,69,62,77,84,58,69,40,40,30,30,25,25,74,72,30,50,10,91,82,85,20,12,10,30,10,10,76,85,79,78,67,10,10,20,20,15,12,15,15,15,15,20,10,15,6,6,6,6,6,79,318,31,9/27/85,9,Louisville,1560000,750000,Right,1233
Hunt,Akeem,HB,-,69,92,92,68,89,68,62,79,30,30,25,25,27,61,31,93,83,87,90,76,46,70,79,57,79,87,24,42,40,35,39,10,10,11,40,20,15,20,54,62,59,20,20,51,25,20,15,15,15,70,200,24,2/22/93,2,Purdue,615000,0,Right,7718
Nelson Jr,Robert,CB,-,69,90,89,58,89,62,73,60,30,30,20,15,45,45,62,87,45,90,89,75,49,62,65,35,65,70,47,45,45,45,45,44,52,51,67,62,78,72,64,60,20,54,67,15,15,10,10,15,15,70,170,27,2/16/90,3,Arizona St.,690000,0,Right,7254
Reader,D.J.,DT,-,69,61,78,87,67,68,29,31,24,21,17,17,31,26,77,77,9,88,83,84,29,15,18,25,17,16,85,46,45,44,45,77,57,73,79,68,18,26,16,14,13,79,13,15,6,6,6,6,6,75,335,23,7/1/94,1,Clemson,2550000,210000,Right,8187
Drummond,Kurtis,FS,-,68,85,89,68,86,66,72,65,25,22,15,12,45,45,54,90,40,90,88,74,50,48,55,54,55,61,59,45,45,45,45,52,48,59,72,66,71,79,60,62,10,60,76,20,6,6,6,6,6,73,200,25,1/29/92,2,Michigan St.,1580000,0,Right,7454
Dunn,Brandon,LE,-,68,67,81,78,53,64,32,42,36,19,20,15,45,45,78,78,10,90,75,85,25,15,20,28,21,22,85,45,45,45,45,77,72,83,77,64,15,24,15,25,15,78,25,25,6,6,6,6,6,74,310,24,9/5/92,3,Louisville,1480000,0,Right,7094
Roberson,Marcus,CB,-,68,86,91,46,89,66,71,62,36,36,25,25,45,45,44,89,69,82,88,76,29,84,79,35,74,76,45,45,45,45,45,31,33,42,77,66,70,78,64,55,35,60,68,40,6,6,6,6,6,72,191,24,10/4/92,3,Florida,690000,0,Right,6569
Watkins,Carlos,DT,-,68,74,83,86,76,56,45,39,16,15,15,15,45,45,76,70,10,91,80,86,38,25,41,37,22,28,82,45,45,45,45,72,77,71,77,56,24,33,35,38,20,78,24,16,6,6,6,6,6,75,309,23,12/5/93,0,Clemson,2776000,420000,Right,8768
Weeden,Brandon,QB,SLOW,68,75,78,52,70,68,40,64,90,77,15,22,14,15,14,69,10,89,95,87,21,20,40,22,45,50,14,14,14,13,13,10,10,15,25,12,13,13,15,15,10,10,10,15,81,74,69,72,73,76,230,33,10/14/83,5,Oklahoma St.,2600000,0,Right,5551
Ballentine,Lonnie,FS,-,67,92,93,64,86,61,53,65,25,29,15,30,45,45,65,89,40,89,87,75,55,45,65,44,60,65,62,45,45,45,45,55,49,52,67,61,67,73,59,55,20,78,68,20,15,10,10,15,15,75,225,24,4/23/93,3,Memphis,1200000,20000,Right,7008
DeCoud,Treston,CB,-,66,87,90,55,90,56,63,59,35,35,20,20,45,45,67,76,56,86,92,73,33,62,68,35,63,69,56,45,45,45,45,30,42,57,77,56,77,74,57,62,25,67,78,30,6,6,6,6,6,74,206,24,8/1/93,0,Oregon State,2605000,250000,Right,8531
Lamm,Kendall,LT,-,66,63,73,77,62,65,49,36,13,14,16,11,73,76,42,67,10,93,84,81,35,15,15,20,10,10,74,70,74,75,84,10,10,35,32,28,12,13,15,25,15,38,10,15,6,6,6,6,6,78,310,25,6/5/92,2,Appalach. St.,1577000,0,Right,7736
Quessenberry,David,RG,-,66,67,81,80,69,58,63,64,30,22,22,21,77,72,41,77,10,95,84,72,20,15,10,19,10,10,81,82,87,73,76,25,15,39,29,20,13,15,54,65,39,20,10,45,6,6,6,6,6,77,307,27,8/24/90,3,San Jose St.,615000,0,Right,6030
Scarlett,Brennan,LOLB,-,66,80,88,79,78,58,42,32,27,19,37,16,45,45,72,82,10,76,84,81,35,25,39,42,28,34,72,45,45,45,45,77,62,77,81,58,51,66,28,31,26,76,24,25,12,11,8,6,6,76,260,24,7/31/93,1,Stanford,1620000,0,Right,8414
Anderson,Stephen,TE,-,65,84,89,74,83,42,73,68,30,29,21,19,69,58,35,89,40,87,85,81,60,49,62,58,61,61,62,62,61,57,57,17,17,46,43,42,14,21,70,73,64,25,17,65,54,52,39,35,49,74,230,24,1/30/93,1,California,1620000,0,Right,7881
Dillon,K.J.,SS,-,65,88,90,68,84,56,68,66,29,23,19,22,26,18,70,81,35,88,90,81,29,58,71,36,65,71,59,45,45,45,45,30,37,50,81,56,64,77,60,63,20,79,68,25,6,6,6,6,6,72,200,24,5/11/93,1,West Virginia,2570000,230000,Right,7976
Heath,Joel,RE,-,65,72,82,82,70,64,38,55,20,20,20,20,45,45,76,79,10,89,84,78,35,10,20,35,10,10,85,45,45,45,45,75,62,71,73,64,11,12,15,15,15,75,10,15,6,6,6,6,6,78,300,24,6/8/93,1,Michigan St.,1620000,0,Right,8042
Ogunbowale,Dare,HB,-,65,86,89,71,85,51,63,87,25,22,19,21,36,45,37,84,67,91,88,75,38,76,81,58,72,83,48,35,34,33,32,10,10,21,32,15,15,20,57,61,63,20,20,48,29,24,21,17,28,71,200,23,5/4/94,0,Wisconsin,1665000,0,Right,8678
Ervin,Tyler,HB,-,64,92,91,64,87,53,58,78,26,20,21,20,28,50,29,91,77,86,86,77,56,72,80,61,70,81,26,44,43,49,47,11,12,26,38,20,14,19,51,52,53,21,16,59,26,20,18,15,15,70,185,23,10/7/93,1,San Jose St.,2840000,540000,Right,7997
Gibson,Laurence,LT,-,64,71,83,76,65,52,35,46,13,14,16,11,73,78,42,83,10,93,78,71,35,15,15,20,10,10,73,70,74,75,84,10,10,35,32,28,12,13,15,25,15,33,10,15,6,6,6,6,6,78,305,26,3/19/91,2,Virginia Tech,1020000,0,Right,7474
McCarron,Riley,WR,-,64,92,94,55,93,51,78,66,22,18,15,14,49,35,51,93,77,85,90,84,53,82,73,53,82,84,49,35,33,29,25,35,45,51,60,26,45,55,74,79,60,49,42,56,15,10,6,6,10,69,185,24,6/16/93,0,Iowa,1665000,0,Right,0
Slade,Chad,LG,-,64,68,74,82,53,57,45,45,30,30,25,25,78,74,40,79,10,91,78,74,20,10,10,30,10,10,67,83,74,79,69,10,10,20,29,15,12,15,15,15,15,20,10,15,6,6,6,6,6,77,315,25,5/4/92,2,Auburn,1020000,0,Right,7809
Street,Devin,WR,SLOW,64,87,91,52,87,62,78,69,40,35,11,11,60,42,21,89,75,90,88,73,61,59,74,49,72,69,56,53,51,39,37,10,10,37,35,25,20,25,79,77,62,12,10,68,15,10,6,6,10,75,200,26,3/30/91,3,Pittsburgh,690000,0,Right,6602
Anderson,Dres,WR,-,62,88,89,65,88,62,80,69,35,33,20,22,38,25,25,87,69,75,87,72,33,84,85,35,73,84,44,35,34,33,31,10,10,28,35,21,15,26,75,63,67,12,10,44,35,35,30,20,30,74,190,25,7/20/92,2,Utah,465000,0,Right,6998
Fuller,Kyle,C,-,62,64,79,81,57,55,30,40,26,26,22,22,73,74,10,66,10,91,85,86,10,18,10,10,10,10,79,87,75,78,77,10,10,10,23,15,15,9,15,15,15,20,10,15,6,6,6,6,6,77,307,23,3/4/94,0,Baylor,2424000,60000,Right,8557
Rice,Denzel,CB,SLOW,62,87,92,67,80,52,54,56,31,28,21,15,45,45,49,84,60,89,88,70,28,65,53,35,61,62,45,45,45,45,45,40,52,41,64,52,68,77,50,52,21,48,79,40,6,6,6,6,6,72,196,24,3/31/93,2,Coastal Carolina,615000,0,Right,7792
Virgin,Dee,CB,-,62,90,94,63,88,48,58,53,27,26,18,17,40,35,55,87,76,88,89,77,53,70,45,48,74,79,45,43,44,43,44,43,50,53,66,48,69,73,58,53,38,56,73,48,6,6,6,6,6,70,205,23,10/29/93,0,West Alabama,1665000,0,Right,0
Walker,Josh,RG,-,62,66,77,76,45,53,35,30,19,11,22,20,77,75,38,72,10,90,79,87,39,12,15,25,10,10,72,84,70,78,65,10,10,36,27,10,12,12,12,10,10,43,10,12,6,6,6,6,6,77,328,26,6/2/91,3,Mid Tenn St.,615000,0,Right,7624
Williams,Wendall,WR,-,62,93,91,56,89,53,77,72,27,45,13,15,40,37,35,82,84,86,89,76,67,80,82,68,77,80,40,38,38,34,34,10,10,39,44,20,10,20,71,67,58,25,30,56,15,10,6,6,10,70,185,26,9/18/90,1,Cumberlands,540000,0,Right,8459
Cole,Dylan,MLB,-,61,85,90,84,82,48,53,47,25,29,22,29,45,45,81,92,10,86,87,89,57,53,46,57,52,47,76,45,45,45,45,66,60,76,81,48,59,72,41,46,20,82,42,16,6,6,6,6,6,72,220,23,5/19/94,0,Missouri State,1665000,0,Right,0
Peters,Brian,MLB,-,61,84,88,67,84,63,64,54,25,22,15,19,45,45,74,81,13,90,88,78,51,27,46,51,37,30,78,45,45,45,45,70,60,65,75,63,58,69,35,33,15,76,44,33,6,6,6,6,6,75,240,28,10/31/88,3,Northwestern,615000,0,Right,7782
Pratt,Dayon,LOLB,-,61,77,84,71,84,48,62,55,23,29,14,11,45,45,78,74,36,89,88,85,55,64,48,53,65,68,67,45,45,45,45,74,63,76,75,48,57,68,53,56,22,84,38,18,6,6,6,6,6,76,225,24,4/23/93,0,East Carolina,1665000,0,Right,0
Leak,Marcus,WR,-,59,88,89,66,88,44,77,63,49,35,21,18,52,42,42,88,66,87,88,82,54,73,68,63,72,77,52,44,42,45,45,29,33,30,53,20,34,38,74,78,55,40,44,60,48,43,37,41,56,72,210,24,11/19/92,1,Maryland,1020000,0,Right,8367
Kamalu,Ufomba,LOLB,-,58,76,83,81,74,52,33,41,23,21,17,17,44,44,80,76,9,89,85,83,29,15,18,25,17,16,80,46,45,44,45,71,64,75,71,52,28,36,16,14,13,82,13,15,6,6,6,6,6,78,295,24,11/2/92,1,Miami,540000,0,Right,8359
Weeks,Jon,TE,-,42,69,71,69,68,74,64,65,40,35,29,18,47,65,65,54,10,90,75,84,33,35,33,22,21,21,55,45,45,45,45,70,55,66,65,55,25,35,44,47,41,67,21,15,12,12,12,12,12,70,250,31,2/17/86,7,Baylor,4500000,250000,Right,6149
Walker,Delanie,TE,QUICK,93,85,84,78,84,94,91,73,35,33,22,25,77,71,41,87,44,88,89,75,77,65,68,86,45,62,77,82,74,47,45,10,10,49,55,40,10,25,79,84,85,25,25,79,15,10,6,6,10,74,248,33,8/12/84,11,Central Missouri,14500000,2750000,Right,3070
Murray,DeMarco,HB,QUICK,91,89,91,83,91,95,71,85,35,40,25,26,44,74,40,85,61,86,88,83,87,83,92,87,84,96,42,42,40,55,60,10,10,35,35,28,12,12,76,78,75,35,15,75,56,52,38,27,39,73,220,29,2/12/88,6,Oklahoma,19000000,6250000,Right,4437
Lewan,Taylor,LT,QUICK,88,76,86,91,74,89,53,46,16,16,21,23,90,87,39,76,11,89,90,89,40,20,35,40,30,30,85,85,87,86,93,10,10,25,23,10,12,12,35,35,34,25,10,40,6,6,6,6,6,79,309,26,7/21/91,3,Michigan,11327000,1660000,Right,6492
Casey,Jurrell,RE,QUICK,86,71,80,92,70,87,27,40,15,16,15,14,45,45,90,65,10,92,91,76,10,20,21,29,10,10,89,45,45,45,45,92,77,74,82,87,22,34,15,15,15,86,12,15,6,6,6,6,6,73,305,27,12/5/89,6,USC,58731000,8000000,Right,4347
Conklin,Jack,RT,QUICK,86,72,81,87,62,85,24,29,22,21,18,19,84,87,34,65,9,92,87,95,24,14,12,15,12,11,82,80,76,81,78,15,14,26,29,19,11,14,15,15,14,24,10,16,5,5,5,5,5,78,308,23,8/17/94,1,Michigan St.,15900000,2000000,Right,7954
Decker,Eric,WR,-,86,86,90,74,85,89,92,73,36,36,25,25,66,40,35,83,65,87,93,93,65,75,84,65,87,79,45,64,65,40,35,15,15,45,39,15,15,20,89,94,92,12,10,89,15,10,6,6,10,75,214,30,3/15/87,7,Minnesota,2500000,1550000,Left,924
Ryan,Logan,CB,QUICK,86,88,91,58,87,85,73,66,36,35,26,22,45,45,75,83,60,94,93,85,45,60,62,45,69,72,58,45,45,45,45,36,48,47,75,85,86,87,60,54,40,67,84,45,6,6,6,6,6,71,195,26,2/9/91,4,Rutgers,24500000,5000000,Right,6271
Orakpo,Brian,ROLB,-,85,81,86,90,78,84,51,45,14,7,13,6,45,45,85,79,10,86,88,85,10,65,10,10,45,45,87,45,45,45,45,91,73,66,82,84,63,70,15,15,15,89,35,20,6,6,6,6,6,76,257,31,7/31/86,8,Texas,32000000,5000000,Left,2308
Cyprien,Johnathan,FS,-,84,89,93,69,83,88,68,65,15,19,14,13,45,45,77,91,40,93,93,82,65,55,60,70,55,62,67,45,45,45,45,69,49,64,87,88,70,74,70,64,25,79,73,35,6,6,6,6,6,72,223,27,7/29/90,4,FIU,18500000,3000000,Right,6255
Jones,Ben,C,-,83,60,77,88,62,87,32,40,12,10,11,15,83,85,40,80,10,92,90,95,15,10,10,10,10,10,85,89,84,82,79,10,10,33,32,22,10,12,12,10,10,12,10,12,6,6,6,6,6,75,308,28,7/2/89,5,Georgia,12000000,3500000,Right,5280
Matthews,Rishard,WR,-,82,89,90,70,86,87,89,75,28,24,26,19,65,47,31,88,76,89,93,86,66,69,84,62,88,78,45,50,49,47,42,10,10,52,37,27,10,21,86,87,85,12,10,79,15,10,6,6,10,72,217,27,10/12/89,5,Nevada,9000000,2500000,Right,5341
Succop,Ryan,K,-,82,62,66,50,64,69,23,40,38,42,90,92,16,17,29,25,10,96,81,65,10,15,10,10,10,10,16,16,16,17,17,10,10,29,32,24,11,20,15,15,15,12,10,15,15,15,15,15,15,74,218,30,9/19/86,8,South Carolina,7200000,1250000,Right,2885
Woodyard,Wesley,MLB,-,82,84,89,66,80,86,67,67,25,25,20,20,45,45,89,85,10,95,93,86,25,21,25,35,15,30,87,45,45,45,45,52,68,81,84,86,62,72,15,15,15,83,50,12,6,6,6,6,6,72,233,31,7/21/86,9,Kentucky,7850000,1750000,Right,3276
Spain,Quinton,LG,-,81,70,80,84,50,82,30,40,30,30,20,20,81,86,40,78,10,95,76,90,20,10,20,40,10,10,83,83,74,78,65,20,10,20,30,10,10,10,10,10,10,30,10,20,6,6,6,6,6,76,330,25,1/1/92,2,West Virginia,1570000,0,Right,7818
Kline,Josh,RG,-,80,69,81,83,63,83,40,40,30,30,21,20,80,84,39,76,10,90,82,74,20,15,15,30,10,14,82,74,79,72,74,10,10,20,29,15,12,15,35,25,20,20,10,15,6,6,6,6,6,75,300,27,12/29/89,4,Kent State,2300000,500000,Right,6832
Klug,Karl,RE,-,80,75,85,81,68,85,32,40,28,19,17,16,69,45,78,55,10,84,74,92,44,12,10,10,10,10,87,75,54,45,45,83,69,77,82,85,25,53,15,15,15,67,12,15,6,6,6,6,6,75,278,29,3/31/88,6,Iowa,3250000,1200000,Right,4412
Mariota,Marcus,QB,QUICK,80,88,90,60,90,80,58,50,89,80,40,36,20,20,28,90,10,92,97,95,40,79,90,46,81,83,20,20,20,20,20,10,10,25,35,31,10,24,31,26,39,12,10,23,86,81,79,82,87,76,222,23,10/30/93,2,Oregon,24000000,15800000,Right,6979
Davis,Corey,WR,QUICK,79,90,92,72,91,70,82,75,33,25,18,18,64,57,31,92,20,92,91,87,61,79,84,80,72,86,62,61,52,45,40,10,10,37,36,26,20,28,85,83,82,27,17,86,26,20,18,24,27,75,209,22,1/11/95,0,W. Michigan,25520000,16700000,Right,8523
Henry,Derrick,HB,-,79,88,87,85,84,83,59,89,31,28,21,20,41,62,44,88,36,90,89,92,89,73,88,85,66,81,52,24,23,29,27,11,12,36,41,20,14,19,56,52,53,33,16,43,25,20,20,15,15,75,247,23,7/17/94,1,Alabama,5400000,2100000,Right,8045
Morgan,Derrick,LOLB,-,79,77,87,82,77,81,44,35,19,9,8,11,45,45,77,72,10,87,90,87,35,10,25,10,10,10,83,45,45,45,45,85,73,80,86,81,46,58,15,15,15,79,20,15,6,6,6,6,6,75,261,28,1/6/89,7,Georgia Tech,28000000,6000000,Right,3342
Williamson,Avery,MLB,-,79,84,89,78,75,80,61,45,30,30,20,20,45,45,92,78,10,92,91,76,49,25,35,40,30,22,79,45,45,45,45,52,38,83,86,80,60,68,35,39,10,82,60,20,6,6,6,6,6,73,246,25,3/9/92,3,Kentucky,1920000,360000,Right,6642
Fowler,Jalston,FB,-,78,77,88,81,73,74,58,79,30,29,15,15,67,75,53,83,50,75,81,69,80,53,75,76,65,68,71,64,57,66,64,32,28,53,62,15,10,15,45,60,50,63,15,61,30,25,15,10,10,71,254,27,7/27/90,2,Alabama,2400000,480000,Right,7119
Jones,DaQuan,LE,-,78,61,79,87,66,84,24,40,16,17,7,17,45,45,87,76,10,90,78,75,15,10,10,20,10,10,87,45,45,45,45,79,63,86,84,84,35,45,15,15,15,78,19,15,6,6,6,6,6,76,322,25,12/17/91,3,Penn State,2660000,450000,Right,6474
Kern,Brett,P,-,78,65,72,45,72,64,45,45,45,45,90,83,20,20,20,40,10,78,75,50,10,12,10,10,10,10,15,15,15,15,15,10,10,10,25,15,10,25,12,10,10,12,10,12,15,15,15,15,15,74,214,31,2/17/86,9,Toledo,15000000,2500000,Right,1780
McCain,Brice,CB,-,78,90,92,48,87,78,68,46,18,30,22,24,45,45,50,88,59,88,94,71,10,72,66,30,75,70,52,45,45,45,45,29,33,40,69,78,79,81,55,49,25,46,70,34,6,6,6,6,6,69,190,30,12/10/86,8,Utah,3400000,1000000,Right,2029
Taylor,Taywan,WR,-,77,91,93,63,93,65,82,73,28,22,23,17,45,38,31,90,75,94,93,86,44,83,84,51,74,82,51,32,30,15,15,10,10,32,37,24,12,17,86,77,84,22,15,83,23,18,13,20,26,71,203,22,3/2/95,0,W. Kentucky,3748000,920000,Right,8743
Walden,Erik,LOLB,-,77,78,83,74,71,81,43,44,34,30,28,28,45,45,80,81,10,92,82,80,40,45,20,55,25,30,80,45,45,45,45,86,76,68,82,81,49,57,15,10,10,82,40,12,6,6,6,6,6,74,250,32,8/21/85,8,Mid Tenn St.,2450000,300000,Right,3066
Byard,Kevin,FS,-,76,89,87,73,82,71,77,78,26,25,20,19,26,22,76,88,55,90,90,86,50,70,64,48,60,72,60,44,43,44,43,37,43,62,80,71,67,80,50,47,22,79,66,22,15,10,10,15,15,71,212,24,8/17/93,1,Mid Tenn St.,3500000,890000,Right,7928
Searcy,Da'Norris,SS,-,76,87,86,81,82,76,67,65,30,30,25,25,45,45,72,86,70,92,88,81,50,40,35,45,35,50,66,45,45,45,45,58,47,62,81,76,65,72,25,20,15,75,75,15,6,6,6,6,6,71,207,28,11/16/88,6,North Carolina,7200000,2250000,Right,4471
Sharpe,Tajae,WR,-,76,87,91,66,92,77,86,72,29,22,23,22,61,38,28,90,67,89,88,81,36,78,81,44,73,80,45,44,44,36,34,11,11,26,30,21,16,24,85,79,78,15,16,74,15,10,6,6,10,74,194,22,12/23/94,1,Massachusetts,2610000,270000,Right,8211
Amaro,Jace,TE,SLOW,75,86,87,77,79,61,82,64,20,32,26,22,70,60,39,85,10,87,89,82,73,65,74,66,65,72,63,63,61,58,54,20,20,53,39,20,12,15,75,74,67,12,10,80,15,10,6,6,10,77,265,25,6/26/92,3,Texas Tech,1810000,0,Right,6331
Jackson,Adoree',CB,-,74,92,94,57,94,63,74,68,10,8,15,15,45,45,66,86,86,88,93,78,34,82,84,58,74,84,48,45,45,45,45,26,34,49,76,63,78,82,74,70,62,52,67,59,6,6,6,6,6,71,185,21,9/18/95,0,USC,11331000,6380000,Right,8599
Smith,Jonnu,TE,-,74,85,87,78,76,59,76,75,35,30,26,26,70,63,29,88,20,89,88,80,68,72,75,78,69,80,74,64,62,62,66,25,25,30,41,15,15,20,74,76,62,37,10,63,6,6,6,6,6,75,248,22,8/22/95,0,FIU,3181000,700000,Right,8731
Dodd,Kevin,ROLB,-,73,77,85,80,84,71,40,33,22,20,20,19,29,22,83,80,9,87,85,82,33,22,23,27,21,22,81,44,45,46,44,77,80,82,78,71,27,37,17,17,14,78,22,17,6,6,6,6,6,77,277,25,7/14/92,1,Clemson,6550000,2960000,Right,7980
Douglas,Harry,WR,-,73,88,90,46,90,75,83,73,35,35,30,30,36,30,25,87,76,88,88,78,44,84,80,64,81,86,45,40,40,38,35,10,10,35,35,20,15,35,84,75,77,12,15,62,15,10,6,6,10,72,183,31,9/16/85,9,Louisville,2600000,730000,Right,986
Williams,Sylvester,DT,SLOW,72,71,83,86,65,75,25,44,29,19,15,14,45,45,76,72,10,93,76,75,24,11,21,26,10,10,78,45,45,45,45,76,66,68,73,75,15,24,15,15,15,79,12,15,6,6,6,6,6,74,313,28,11/21/88,4,North Carolina,12500000,3000000,Right,6166
Supernaw,Phillip,TE,-,71,81,87,67,78,70,77,74,25,25,20,20,65,73,44,83,10,90,84,76,64,74,71,58,65,64,65,59,62,51,49,10,10,45,10,20,12,15,69,72,60,20,10,67,30,22,16,10,14,77,248,27,1/30/90,5,Ouachita Baptist,900000,300000,Right,6104
Gay,Jordan,K,-,70,70,66,41,66,48,52,60,57,49,95,77,31,31,22,64,10,90,84,60,10,25,10,10,10,10,31,31,31,31,31,10,10,15,20,21,10,15,12,10,10,15,10,12,52,50,35,15,44,73,200,27,3/29/90,4,Centre College,690000,0,Right,7129
Johnson,Austin,DT,-,70,62,77,81,70,65,29,32,23,21,17,17,29,20,83,75,9,89,83,89,29,15,24,25,17,17,79,46,45,44,45,80,64,80,83,65,18,26,16,14,13,80,13,15,6,6,6,6,6,76,314,23,5/8/94,1,Penn State,5660000,2300000,Right,8075
Lelito,Tim,C,-,70,61,78,87,55,77,40,30,30,22,22,21,74,76,45,76,10,96,82,79,20,15,10,10,10,10,73,73,76,76,81,60,40,35,50,40,15,20,12,10,10,55,10,12,6,6,6,6,6,76,315,28,7/21/89,4,Grand Valley St.,780000,220000,Right,6667
Cassel,Matt,QB,-,69,70,69,57,64,78,25,55,84,79,12,15,20,25,24,54,10,86,90,85,20,36,67,24,40,48,20,20,20,25,25,10,10,24,30,28,10,28,12,10,15,12,10,12,84,74,72,76,76,76,228,35,5/17/82,12,USC,3500000,1750000,Right,694
Weems,Eric,WR,-,69,85,88,49,88,80,79,74,30,30,26,26,57,22,21,81,90,86,89,70,40,90,87,36,84,87,40,30,30,30,30,15,15,45,15,15,15,20,75,73,70,12,10,59,10,10,10,10,10,69,195,32,7/4/85,9,Beth Cookman,2150000,450000,Right,3133
Kelly,Dennis,LT,-,68,60,77,86,63,67,40,40,30,30,25,25,80,71,33,73,10,92,85,83,20,12,10,30,10,10,78,70,73,75,85,10,10,20,27,15,12,15,15,15,15,25,10,15,6,6,6,6,6,80,321,27,1/16/90,5,Purdue,3225000,400000,Right,5921
Sims,LeShaun,CB,-,68,88,87,63,89,61,66,55,27,26,18,17,24,17,41,88,56,89,90,77,28,65,68,29,69,72,45,43,44,43,44,28,30,40,70,61,83,70,47,45,26,71,71,27,6,6,6,6,6,72,203,23,9/18/93,1,Southern Utah,2570000,230000,Right,8215
Trawick,Brynden,SS,-,68,85,84,64,90,62,57,65,35,32,25,22,45,45,74,87,45,92,89,79,55,45,60,56,58,70,61,45,45,45,45,61,51,66,75,62,69,71,55,54,25,83,64,30,6,6,6,6,6,74,225,27,10/23/89,4,Troy,3750000,1000000,Right,6870
Levin,Corey,RG,-,67,67,80,85,66,58,25,22,16,19,21,23,76,74,32,67,11,89,81,83,38,22,25,31,15,23,80,73,82,69,74,10,10,28,35,25,15,20,18,23,18,36,10,14,6,6,6,6,6,76,307,23,8/12/94,0,Tenn-Chat,2465000,110000,Right,8640
Muhammad,Khalfani,HB,-,67,93,91,61,92,53,63,78,36,32,20,22,28,36,34,91,80,83,86,73,68,74,75,44,79,81,39,35,32,33,35,10,10,24,35,17,20,30,54,59,61,12,20,57,28,24,20,17,26,67,174,22,9/26/94,0,California,2425000,70000,Right,0
Smith,D'Joun,CB,-,67,92,91,71,90,57,66,60,25,24,14,14,45,45,50,86,72,90,88,65,21,74,75,30,70,74,45,45,45,45,45,32,35,37,70,57,70,76,56,53,24,42,78,35,6,6,6,6,6,71,193,24,9/23/92,2,FAU,615000,0,Right,7326
Brown,DeAngelo,DT,-,66,55,75,93,68,55,29,23,14,13,17,11,45,45,75,73,10,88,76,85,40,17,29,33,15,22,87,45,45,45,45,76,69,74,75,55,18,26,17,19,16,77,15,15,6,6,6,6,6,72,302,23,2/14/94,0,Louisville,1665000,0,Right,0
Cunningham,Jerome,TE,-,66,82,87,78,77,56,70,65,35,35,30,30,67,51,44,82,35,86,89,77,48,61,66,62,68,64,58,59,60,55,54,10,10,37,45,20,15,20,73,68,66,12,18,67,15,10,6,6,10,75,250,26,5/25/91,3,S. Connecticut St.,1170000,0,Right,7674
Hurst,Demontre,FS,-,66,88,91,53,86,66,55,59,30,35,20,20,45,45,50,88,55,92,87,69,22,71,65,25,70,77,55,45,45,45,45,30,42,34,69,66,75,79,35,37,33,35,61,30,6,6,6,6,6,70,191,26,3/24/91,4,Oklahoma,690000,0,Right,6677
Palmer,Nate,MLB,-,66,82,89,79,74,66,50,55,12,15,14,12,45,45,80,86,10,89,82,83,40,25,29,28,35,45,73,45,45,45,45,58,71,70,79,66,56,66,40,35,15,77,20,55,6,6,6,6,6,74,248,27,9/23/89,4,Illinois St.,1950000,350000,Right,6656
McBride III,Tre,WR,-,65,91,93,68,88,41,86,72,35,35,30,30,41,44,35,88,70,87,88,82,70,79,85,64,81,79,45,44,42,45,45,10,10,35,35,20,10,25,82,77,49,20,25,80,15,10,6,6,10,72,210,24,12/1/92,2,William Mary,615000,0,Right,7232
Seaton,Brad,RT,-,65,60,76,81,66,54,26,21,22,15,19,19,74,75,28,66,10,87,81,75,32,16,24,28,13,22,77,85,76,75,69,10,10,26,24,18,11,15,20,22,25,30,10,19,6,6,6,6,6,80,311,23,11/23/93,0,Villanova,2434000,70000,Right,0
Brown,Jayon,MLB,-,64,87,88,74,81,57,63,58,25,25,20,20,45,45,82,79,10,90,87,82,38,51,55,39,40,62,74,45,45,45,45,57,68,72,78,57,64,71,45,49,23,77,42,16,6,6,6,6,6,72,226,22,2/26/95,0,UCLA,2627000,270000,Right,8491
Carraway,Josh,ROLB,-,64,82,85,77,83,55,53,48,22,35,16,20,45,45,75,73,10,89,85,84,33,42,47,37,29,44,65,45,45,45,45,62,77,73,77,55,43,52,42,48,23,77,36,20,6,6,6,6,6,75,242,23,4/13/94,0,TCU,2442000,80000,Right,8501
